id  name  url xpath
0   a     https://www.youtube.com/premium?ybp=OgIIEEoNCAYSCXVubGltaXRlZA%253D%253D  /html/body/ytd-app/div[1]/ytd-page-manager/ytd-browse/ytd-two-column-browse-results-renderer/div[1]/ytd-section-list-renderer/div[2]/ytd-item-section-renderer[1]/div[3]/yt-section-group-view-model/div/div[2]/lp-header-section-view-model/div/div[3]/div[2]/span/span[3]
